15:33:42,11.847,5692319,647082,0.6896551724137931
15:34:03,12.438,11066649,728995,0
15:34:20,10.849,10893142,687316,3.883495145631068
15:34:37,11.848,11067873,715514,0
15:34:57,12.603,11147536,694108,0.78125
15:35:20,12.868,11161663,717179,0
15:35:49,11.432,11028380,675976,0
15:36:18,11.538,6925391,657326,0.3448275862068966
15:41:44,12.477,11085455,712871,0.6802721088435374
15:41:59,0,0,0,100
15:42:27,12.155,10974182,624346,0
15:42:52,11.358,11058651,712235,0
15:43:17,12.438,7109196,673431,0.3436426116838488
15:43:40,13.023,5267572,660336,0
15:43:58,12.982,5209121,671907,0
15:44:20,11.924,11067109,737912,2.0408163265306123
15:44:42,11.756,10743841,710088,1.7006802721088434
15:45:03,11.69,10278690,687160,1.7167381974248928
15:45:35,13.816,7525001,651408,0.373134328358209
15:45:58,12.055,10802024,732397,0
15:46:19,11.35,10937584,734888,0.8968609865470852
15:46:52,11.465,10831300,598595,0
15:47:16,108.52,4194671,650744,0
15:47:36,11.643,4655823,669872,0.44642857142857145
15:48:04,12.62,5817430,646607,0.3448275862068966
15:48:31,17.492,6519018,613373,0.3436426116838488
20:32:43,12.455,11160277,650950,1.0416666666666667
20:38:31,24.939,11182468,736416,0
20:40:08,20.524,11205628,741756,0
12:47:24,13.032,10803638,587248,0.47393364928909953
12:48:58,33.974,10957988,514657,0.45454545454545453
12:50:30,32.326,11105448,664876,0.5102040816326531
12:52:03,12.05,10216820,610002,0
12:53:38,17.892,10760471,591471,0.9433962264150944
12:55:18,27.078,11154410,629664,2.127659574468085
12:56:55,13.247,11015249,647289,0.5208333333333334
12:58:32,37.495,11014873,581876,0
13:00:05,54.216,11134755,630740,1.5463917525773196
13:01:42,10.467,11106943,652540,1.0309278350515463
13:03:20,19.617,10679808,312412,0.5154639175257731
13:04:56,103.539,9980622,732541,1.5463917525773196
13:06:32,15.127,9688344,730297,0.9615384615384616
13:08:08,15.003,10284667,700245,0.8695652173913043
13:10:20,12.16,11196217,691709,0
13:11:59,16.055,11191757,743048,0
13:13:35,24.933,11203878,744729,0
13:15:11,24.221,11225505,743991,0
13:16:50,109.179,11219853,750217,0
13:18:23,22.929,11180059,735389,0
13:20:02,11.611,11092326,723518,0
13:21:37,12.042,11185712,733591,0
13:23:20,19.616,9536709,604141,0
13:24:54,13.656,11099868,726582,0
13:26:29,19.147,11159582,744291,0
13:28:04,23.91,11192149,732528,0
13:29:39,17.077,11181861,705935,0
13:31:27,61.702,11111492,693135,1.3333333333333333
13:33:00,22.089,11168925,734519,0
13:34:46,16.672,11112325,694281,1.1029411764705883
13:36:21,11.849,11171935,738715,0
13:37:56,24.698,11212954,733072,0
13:39:44,10.498,9432834,567726,0
13:41:17,15.207,11066650,715321,0
13:42:52,10.234,10944483,731924,0
13:44:32,13.644,10209116,650180,0
13:46:06,12.456,10660831,671274,0
13:47:43,12.88,11022588,700427,0
13:49:27,12.869,11122285,598201,0
13:51:00,11.04,10811271,597289,0
13:52:34,11.786,10711919,623710,0
13:54:15,11.508,10732995,614720,0
13:55:54,12.165,11043700,697045,0
13:57:37,12.005,10217393,528591,0.33444816053511706
13:59:12,11.583,11003935,679234,0
14:00:45,12.779,11056616,697069,0
14:02:22,10.913,10709260,357549,0
